KO,EC,RXN
K00956,,R00529  ATP:sulfate adenylyltransferase;R04929  ATP:selenate adenylyltransferase
K00957,,R00529  ATP:sulfate adenylyltransferase;R04929  ATP:selenate adenylyltransferase
K00958,,R00529  ATP:sulfate adenylyltransferase;R04929  ATP:selenate adenylyltransferase
K00962,,
K00963,,R00289  UTP:alpha-D-glucose-1-phosphate uridylyltransferase
K00965,,R00955  UDP-glucose:alpha-D-galactose-1-phosphate uridylyltransferase
K00966,,R00885  GTP:alpha-D-mannose-1-phosphate guanylyltransferase
K00969,,R00137  ATP:nicotinamide-nucleotide adenylyltransferase;R03005  ATP:nicotinamide-nucleotide adenylyltransferase
K00970,,
K00971,,R00885  GTP:alpha-D-mannose-1-phosphate guanylyltransferase
K00973,,R02328  dTTP:alpha-D-glucose-1-phosphate thymidylyltransferase
K00974,,"R09382  CTP,CTP,ATP:tRNA cytidylyl,cytidylyl,adenylyltransferase;R09383  CTP:tRNA cytidylyltransferase;R09384  CTP:tRNA cytidylyltransferase;R09386  ATP:tRNA adenylyltransferase"
K00975,,R00948  ATP:alpha-D-glucose-1-phosphate adenylyltransferase
K00978,,R00956  CTP:alpha-D-glucose-1-phosphate cytidylyltransferase
K00979,,"R03351  CTP:3-deoxy-D-manno-octulosonate cytidylyltransferase;R11396  CTP:8-amino-3,8-dideoxy-D-manno-octulosonate cytidylyltransferase"
K00980,,R00856  CTP:sn-glycerol-3-phosphate cytidylyltransferase
K00981,,R01799  CTP:phosphatidate cytidyltransferase
K00982,,
K00984,,
K00986,,
K00989,,
K00990,,
K00991,,R05633  CTP: 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
K00992,,R11025  UTP:N-acetyl-alpha-D-muramate-1-phosphate uridylyltransferase
K00995,,R01801  CDP-diacylglycerol:sn-glycerol-3-phosphate 3-phosphatidyltransferase
K00996,,
K00997,,R01625  CoA:apo-[acyl-carrier-protein] pantetheinephosphotransferase
K00998,,R01800  CDP-diacylglycerol:L-serine 3-phosphatidyltransferase
K01000,,"R05629  UDPMurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala):undecaprenyl-phosphate phospho-N-acetylmuramoyl-pentapeptide-transferase;R05630  UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine:undecaprenyl-phosphate phospho-N-acetylmuramoyl-pentapeptide-transferase"
K01002,,
K01003,,R00217  oxaloacetate carboxy-lyase (pyruvate-forming)
K01005,,
K01006,,"R00206  ATP:pyruvate,phosphate phosphotransferase"
K01007,,"R00199  ATP:pyruvate,water phosphotransferase"
K01008,,"R03595  ATP:selenide, water phosphotransferase"
K01011,,R01931  thiosulfate:cyanide sulfurtranserase;R03105  3-mercaptopyruvate:sulfide sulfurtransferase
K01012,,R01078  dethiobiotin:sulfur sulfurtransferase
K01023,,
K01026,,R00928  acetyl-CoA:propanoate CoA-transferase;R01449  lactoyl-CoA:propanoate CoA-transferase;R05508
K01029,,R00410  succinyl-CoA:acetoacetate CoA-transferase
K01034,,R01179  butanoyl-CoA:acetate CoA-transferase;R01359  acetoacetyl-CoA:acetate CoA-transferase;R01365  butanoyl-CoA:acetoacetate CoA-transferase;R07832  3-hydroxy-5-oxohexanoyl-CoA:acetate CoA-transferase
K01039,,R04000  (E)-glutaconate CoA-transferase;R05509
K01041,,R13035  
K01042,,R08219  selenophosphate:L-seryl-tRNASec selenium transferase
K01046,,"R02250  triacylglycerol acylhydrolase;R02687  1,2-diacyl-sn-glycerol acylhydrolase"
K01048,,
K01051,,R02362  pectin pectylhydrolase
K01053,,"R01519  D-glucono-1,5-lactone lactonohydrolase;R02933  L-gulono-1,4-lactone lactonohydrolase;R03751  epsilon-caprolactone lactonohydrolase"
K01056,,
K01057,,"R02035  6-phospho-D-glucono-1,5-lactone lactonohydrolase"
K01058,,R01315  phosphatidylcholine 2-acylhydrolase;R01316  phosphatidylcholine 1-acylhydrolase;R01317  phosphatidylcholine 2-acylhydrolase;R02053  phosphatidylethanolamine 2-acylhydrolase;R02054  phosphatidylethanolamine 1-acylhydrolase;R04034  3-sn-phosphatidyl-L-serine sn-1 acylhydrolase;R07064  phosphatidylcholine 2-acylhydrolase;R07379  plasmenylethanolamine 2-acylhydrolase;R07387  plasmanylcholine 2-acylhydrolase;R07859;R07860
K01060,,R03062  cephalosporin-C acetylhdrolase
K01061,,"R03893  4-carboxymethylenebut-2-en-4-olide lactonohydrolase;R05510  protoanemonin lactonohydrolase;R05511;R06835  4-carboxymethylenebut-2-en-4-olide lactonohydrolase;R06838  4-carboxymethylenebut-2-en-4-olide lactonohydrolase;R08120  5-fluoromuconolactone lactonohydrolase;R08121  4-fluoromuconolactone lactonohydrolase;R09136  2,3,5-trichlorodienelactone lactonohydrolase;R09220  dienelactone hydrolase;R09222  dienelactone hydrolase"
K01066,,
K01069,,R01736  (R)-S-lactoylglutathione hydrolase
K01070,,R00527  S-formylglutathione hydrolase
K01077,,"R02135  thiamin monophosphate phosphohydrolase;R04620  7,8-dihydroneopterin-3'-triphosphate phosphohydrolase (alkaline optimum)"
K01079,,R00582  O-phospho-L-serine phosphohydrolase
K01081,,R00183  adenosine 5'-monophosphate phosphohydrolase;R00511  cytidine-5'-monophosphate phosphohydrolase;R00963  uridine 5'-monophosphate phosphohydrolase;R01126  inosine 5'-monophosphate phosphohydrolase;R01227  guanosine 5'-monophosphate phosphohydrolase;R01569  thymidylate 5'-phosphohydrolase;R01664  2'-deoxycytidine 5'-monophosphate phosphohydrolase;R01968  2'-deoxyguanosine 5'-monophosphate phosphohydrolase;R02088  2'-deoxyadenosine 5'-monophosphate phosphohydrolase;R02102  2'-deoxyuridine 5'-monophosphate phosphohydrolase;R02323  nicotinamide ribonucleotide phosphohydrolase;R02719  xanthosine 5'-phosphate phosphohydrolase;R03346  nicotinate D-ribonucleotide phosphohydrolase;R12958  dIMP phosphohydrolase
K01082,,"R00188  adenosine-3',5'-bisphosphate 3'-phosphohydrolase;R00508  3'-phospho-5'-adenylyl sulfate 3'-phosphohydrolase"
K01085,,R00947  alpha-D-glucose-1-phosphate phosphohydrolase
K01089,,R03013  L-histidinol-phosphate phosphohydrolase;R03457  D-erythro-1-(imidazol-4-yl)glycerol 3-phosphate hydro-lyase
K01091,,R01334  2-phosphoglycolate phosphohydrolase
K01092,,R01185  1D-myo-inositol 1-phosphate phosphohydrolase;R01186  1D-myo-inositol 4-phosphate phosphohydrolase;R01187  1D-myo-inositol 3-phosphate phosphohydrolase
K01093,,R00548  riboflavin-5-phosphate phosphohydrolase;R03372  myo-inositol-hexakisphosphate 4-phosphohydrolase
K01095,,R02029  phosphatidylglycerophosphate phosphohydrolase
K01096,,R02029  phosphatidylglycerophosphate phosphohydrolase
K01104,,
K01113,,"R04620  7,8-dihydroneopterin-3'-triphosphate phosphohydrolase (alkaline optimum)"
K01114,,R01312  phosphatidylcholine cholinephosphohydrolase;R02027  phosphatidylglycerol cholinephosphohydrolase;R02052  phosphatidylethanolamine ethanolaminephosphohydrolase;R03332  1-phosphatidyl-D-myo-inositol inositolphosphohydrolase;R07381  plasmenylethanolamine ethanolamine phosphohydrolase
K01118,,
K01119,,"R01562  adenosine 3'-phosphate phosphohydrolase;R01877  uridine 3'-monophosphate phosphohydrolase;R02148  guanosine 3'-phosphate phosphohydrolase;R02370  cytidine 3'-phosphate phosphohydrolase;R03537  2',3'-cyclic AMP 3'-nucleotidohydrolase;R03538  2',3'-cyclic UMP 3'-nucleotidohydrolase;R03929  2',3'-cyclic CMP 3'-nucleotidohydrolase;R05135  2',3'-cyclic GMP 3'-nucleotidohydrolase"
K01126,,R01030  sn-glycero-3-phosphocholine glycerophosphohydrolase;R01470  sn-glycero-3-phosphoethanolamine glycerophosphohydrolase
K01129,,R01856  dGTP triphosphohydrolase
K01130,,R04856  sulfatide sulfohydrolase
K01133,,
K01138,,
K01139,,"R00336  guanosine-3',5'-bis(diphosphate) 3'-diphosphohydrolase;R00429  ATP:GTP 3'-diphosphotransferase"
K01141,,
K01142,,
K01146,,
K01147,,
K01150,,
K01151,,
K01153,,
K01154,,
K01156,,
K01157,,
K01159,,
K01163,,
K01169,,
K01173,,
K01174,,
K01176,,"R02108  1,4-alpha-D-glucan glucanohydrolase;R02112  1,4-alpha-D-glucan maltohydrolase;R11262  maltodextrin maltohydrolase"
K01178,,"R01790  1,4-alpha-D-glucan glucohydrolase;R01791  dextrin 6-alpha-D-glucanohydrolase;R06199"
K01179,,R06200  ;R11307;R11308
K01181,,
K01182,,R00801  sucrose glucohydrolase;R01718  isomaltose 6-alpha-D-glucanohydrolase;R01791  dextrin 6-alpha-D-glucanohydrolase;R06199
K01183,,"R01206  [1,4-(N-acetyl-beta-D-glucosaminyl)]n glycanohydrolase;R02334  [1,4-(N-acetyl-beta-D-glucosaminyl)]n glycanohydrolase"
K01184,,"R01982  poly(1,4-alpha-D-galacturonate) galacturonohydrolase;R02360  poly(1,4-alpha-D-galacturonate) glycanohydrolase"
K01185,,
K01186,,R03491  ;R04018  acylneuraminyl hydrolase;R05999;R06147
K01187,,R00028  maltose glucohydrolase;R00801  sucrose glucohydrolase;R00802  sucrose alpha-glucohydrolase;R06087;R06088
K01190,,"R01105  galactan galactohydrolase;R01678  lactose galactohydrolase;R03355  beta-D-galactosyl-1,4-beta-D-glucosylceramide galactohydrolase;R04783  3-ketolactose galactohydrolase;R06114"
K01191,,
K01192,,
K01193,,R00801  sucrose glucohydrolase;R00802  sucrose alpha-glucohydrolase;R02410  raffinose fructohydrolase;R03635  stachyose fructohydrolase;R03921  sucrose 6-phosphate fructohydrolase;R06088
K01194,,"R00010  alpha,alpha-trehalose glucohydrolase"
K01195,,R01478  beta-D-glucuronoside glucuronosohydrolase;R04979  bilirubin beta-diglucuronide glucuronosohydrolase;R07818;R08127  beta-D-glucuronoside glucuronosohydrolase;R08260  SN38 glucuronide glucuronosohydrolase;R10830  beta-D-glucuronoside glucuronosohydrolase
K01197,,R07824  ;R07825;R10905
K01198,,R01433  D-xylose xylohydrolase
K01200,,"R02111  1,4-alpha-D-glucan:orthophosphate alpha-D-glucosyltransferase"
K01201,,R01498  D-glucosyl-N-acylsphingosine glucohydrolase;R13178  D-glucosylsphingosine glucohydrolase
K01205,,R07816  
K01206,,
K01207,,R00022  chitobiose N-acetylglucosaminohydrolase;R10831
K01208,,"R02112  1,4-alpha-D-glucan maltohydrolase;R03122  cyclomaltodextrin dextrin-hydrolase (decyclizing);R11262  maltodextrin maltohydrolase"
K01209,,R01762  alpha-L-arabinan arabinofuranohydrolase
K01212,,"R05624  2,6-beta-D-fructan fructanohydrolase;R11311"
K01214,,R09995  ;R11261
K01215,,
K01218,,R01332  beta-D-mannan hydrolases
K01220,,R03256  lactose 6-phosphate 6-phosphogalactohydrolase
K01222,,R00839  6-phospho-beta-D-glucosyl-(1->4)-D-glucose 6-phosphoglucohydrolase;R05133  arbutin 6-phosphate glucohydrolase;R05134  salicin 6-phosphate glucohydrolase
K01223,,R00839  6-phospho-beta-D-glucosyl-(1->4)-D-glucose 6-phosphoglucohydrolase;R05133  arbutin 6-phosphate glucohydrolase;R05134  salicin 6-phosphate glucohydrolase
K01224,,
K01226,,"R00837  alpha,alpha-trehalose-6-phosphate phosphoglucohydrolase;R06113"
K01232,,"R00837  alpha,alpha-trehalose-6-phosphate phosphoglucohydrolase;R00838  maltose-6'-phosphate 6-phosphoglucohydrolase;R06113"
K01235,,
K01236,,R09995  ;R11256  4-alpha-D-[(1->4)-alpha-D-glucano]trehalose glucanohydrolase (trehalose-producing)
K01241,,R00182  AMP phosphoribohydrolase
K01243,,R00194  S-adenosyl-L-homocysteine homocysteinylribohydrolase;R01401  methylthioadenosine methylthioribohydrolase
K01246,,
K01247,,
K01251,,R00192  S-adenosyl-L-homocysteine hydrolase
K01255,,R00899  L-cysteinylglycine dipeptidase;R04951
K01256,,R00899  L-cysteinylglycine dipeptidase;R04951
K01258,,
K01259,,R00135  
K01261,,
K01262,,
K01265,,
K01269,,
K01270,,R00899  L-cysteinylglycine dipeptidase;R04951
K01271,,
K01273,,
K01274,,
K01277,,
K01278,,
K01281,,
K01284,,
K01286,,
K01295,,
K01297,,
K01299,,
K01305,,
K01308,,
K01318,,
K01322,,
K01337,,
K01338,,
K01347,,
K01354,,
K01355,,
K01356,,
K01358,,
K01364,,
K01372,,
K01387,,
K01390,,
K01400,,
K01401,,
K01406,,
K01407,,
K01408,,
K01414,,
K01419,,
K01420,,
K01421,,
K01423,,
K01424,,R00485  L-asparagine amidohydrolase
K01425,,R00256  L-glutamine amidohydrolase;R01579  D-glutamine amidohydrolase
K01426,,R02540  2-phenylacetamide amidohydrolase;R03096  indole-3-acetamide amidohydrolase;R03180  4-guanidinobutanamide amidohydrolase;R03909  monocarboxylic acid amide amidohydrolase;R05551;R05590  acylamide aminohydrolase
K01428,,R00131  urea amidohydrolase;R13420  urea amidohydrolase
K01430,,R00131  urea amidohydrolase;R13420  urea amidohydrolase
K01431,,R00905  3-ureidopropanoate amidohydrolase;R04666  (R)-3-ureidoisobutyrate amidohydrolase;R08228  alpha-fluoro-beta-ureidopropionic acid amidohydrolase
K01433,,R00944  10-formyltetrahydrofolate amidohydrolase
K01434,,R02170  penicillin amidohydrolase
K01438,,R00669  N2-acetyl-L-ornithine amidohydrolase;R09107  N-acetyl-L-citrulline amidohydrolase
K01439,,"R02734  N-succinyl-LL-2,6-diaminoheptanedioate amidohydrolase"
K01442,,R02797  taurocholate amidohydrolase;R03975  glycochenodeoxycholate amidohydrolase;R03977  chenodeoxycholoyltaurine amidohydrolase;R04486  glycodeoxycholate amidohydrolase;R04487  taurodeoxycholate amidohydrolase;R05835  glycocholate amidohydrolase
K01443,,R02059  N-acetyl-D-glucosamine-6-phosphate amidohydrolase
K01447,,R04112  N-acetylmuramoyl-Ala amidohydrolase
K01448,,R04112  N-acetylmuramoyl-Ala amidohydrolase
K01449,,R04112  N-acetylmuramoyl-Ala amidohydrolase
K01451,,R01424  N-benzoylglycine amidohydrolase
K01455,,R00524  formamide amidohydrolase
K01458,,R00525  N-formyl-L-glutamate amidohydrolase
K01460,,R01917  gamma-L-glutamyl-L-cysteinyl-glycine:spermidine ligase (ADP-forming);R01918  gamma-L-glutamyl-L-cysteinyl-glycine:spermidine amidase
K01461,,
K01462,,
K01464,,"R02269  5,6-dihydrouracil amidohydrolase;R03055  (R)-5,6-dihydrothymine amidohydrolase;R08227  5,6-dihydro-5-fluorouracil amidohydrolase"
K01465,,R01993  (S)-dihydroorotate amidohydrolase
K01467,,R06363  penicillin hydrolase
K01468,,R02288  4-imidazolone-5-propanoate amidohydrolase
K01469,,R00251  5-oxo-L-proline amidohydrolase (ATP-hydrolysing)
K01470,,R01884  creatinine amidohydrolase
K01473,,"R03187  N-methylimidazolidine-2,4-dione amidohydrolase (ATP-hydrolysing)"
K01474,,"R03187  N-methylimidazolidine-2,4-dione amidohydrolase (ATP-hydrolysing)"
K01477,,R02422  allantoate amidinohydrolase
K01478,,R00552  L-arginine iminohydrolase
K01480,,R01157  agmatine amidinohydrolase
K01482,,
K01483,,R00776  (S)-ureidoglycolate urea-lyase (glyoxylate-forming)
K01484,,R04189  N2-succinyl-L-arginine iminohydrolase (decarboxylating)
K01485,,R00974  cytosine aminohydrolase;R01411  5-methylcytosine aminohydrolase;R02922  creatinine iminohydrolase
K01486,,R01244  adenine aminohydrolase
K01487,,R01676  guanine aminohydrolase
K01488,,R01560  adenosine aminohydrolase;R02556  deoxyadenosine aminohydrolase
K01489,,R01878  cytidine aminohydrolase;R02485  deoxycytidine aminohydrolase;R08221  5'-deoxy-5-fluorocytidine aminohydrolase
K01491,,"R01220  5,10-methylenetetrahydrofolate:NADP+ oxidoreductase;R01655  5,10-methenyltetrahydrofolate 5-hydrolase (decyclizing)"
K01492,,R04325  10-formyltetrahydrofolate:5'-phosphoribosylglycinamide formyltransferase;R04326;R04560  10-formyltetrahydrofolate:5'-phosphoribosyl-5-amino-4-imidazolecarboxamide formyltransferase
K01493,,R01663  dCMP aminohydrolase
K01494,,R02325  dCTP aminohydrolase
K01495,,"R00424  GTP 7,8-8,9-dihydrolase;R00428  GTP 8,9-hydrolase;R04639  2-amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl) dihydropteridine triphosphate hydrolase;R05046  formamidopyrimidine nucleoside triphosphate amidohydrolase;R05048  2,5-diaminopyrimidine nucleoside triphosphate mutase"
K01497,,"R00425  GTP 7,8-8,9-dihydrolase (diphosphate-forming)"
K01500,,"R01655  5,10-methenyltetrahydrofolate 5-hydrolase (decyclizing)"
K01507,,
K01512,,R00317  acetyl phosphate phosphohydrolase;R01421  benzoyl phosphate phosphohydrolase;R01515  3-phospho-D-glyceroyl phosphate phosphohydrolase
K01515,,R01054  ADP-ribose ribophosphohydrolase;R12896  prenyl diphosphate diphosphate phosphohydrolase
K01519,,R00720  inosine 5'-triphosphate pyrophosphohydrolase;R02720  XTP pyrophosphohydrolase;R03531  2'-deoxyinosine-5'-triphosphate pyrophosphohydrolase;R08243  inosine triphosphate pyrophosphatase
K01520,,R02100  dUTP nucleotidohydrolase;R11896  5-fluorodeoxyuridine-triphosphate diphosphohydrolase
K01524,,R03409  guanosine 3'-diphosphate 5'-triphosphate 5'-phosphohydrolase
K01525,,"R00125  P1,P4-bis(5'-adenosyl)-tetraphosphate nucleotidebisphosphohydrolase"
K01531,,
K01533,,
K01534,,
K01537,,
K01546,,
K01547,,
K01548,,
K01551,,
K01552,,
K01555,,R01364  4-fumarylacetoacetate fumarylhydrolase
K01560,,R05287  chloroacetic acid halidohydrolase
K01566,,R12588  S-inosyl-L-homocysteine hydrolase (inosine-forming)
K01567,,
K01569,,R00522  oxalate carboxy-lyase
K01571,,R12212  oxaloacetate carboxy-lyase (pyruvate-forming; Na+-extruding)
K01576,,R01764  benzoylformate carboxy-lyase (benzaldehyde-forming);R02672  4-hydroxybenzoylformate carboxy-lyase
K01577,,R01908  oxalyl-CoA carboxy-lyase (formyl-CoA-forming)
K01579,,R00489  L-aspartate 1-carboxy-lyase (beta-alanine-forming)
K01580,,R00261  L-glutamate 1-carboxy-lyase (4-aminobutanoate-forming);R00489  L-aspartate 1-carboxy-lyase (beta-alanine-forming);R01682  3-sulfo-L-alanine carboxy-lyase (taurine-forming);R02466  3-sulfino-L-alanine carboxy-lyase
K01581,,R00670  L-ornithine carboxy-lyase (putrescine-forming)
K01582,,R00462  L-lysine carboxy-lyase (cadaverine-forming)
K01584,,R00566  L-arginine carboxy-lyase (agmatine-forming)
K01585,,R00566  L-arginine carboxy-lyase (agmatine-forming)
K01586,,"R00451  meso-2,6-diaminoheptanedioate carboxy-lyase (L-lysine-forming)"
K01588,,R07405  5-carboxyamino-1-(5-phospho-D-ribosyl)imidazole carboxymutase
K01589,,R07404  5-amino-1-(5-phospho-D-ribosyl)imidazole:carbon-dioxide ligase (ADP-forming)
K01591,,R00965  orotidine-5'-phosphate carboxy-lyase (UMP-forming)
K01595,,R00345  phosphate:oxaloacetate carboxy-lyase (adding phosphate;phosphoenolpyruvate-forming)
K01596,,R00431  GTP:oxaloacetate carboxy-lyase (adding GTP;phosphoenolpyruvate-forming);R00726  ITP:oxaloacetate carboxy-lyase (adding ITP; phosphoenolpyruvate-forming)
K01599,,R03197  uroporphyrinogen-III carboxy-lyase;R04972  uroporphyrinogen I carboxy-lyase
K01601,,"R00024  3-phospho-D-glycerate carboxy-lyase (dimerizing; D-ribulose-1,5-bisphosphate-forming);R03140  D-ribulose 1,5-bisphosphate oxygenase"
K01604,,
K01607,,R03470  4-carboxymuconolactone carboxy-lyase
K01609,,R03508  1-(2-carboxyphenylamino)-1-deoxy-D-ribulose-5-phosphate carboxy-lyase(cyclizing)
K01610,,R00341  ATP:oxaloacetate carboxy-lyase (transphosphorylating;phosphoenolpyruvate-forming)
K01611,,R00178  S-adenosyl-L-methionine carboxy-lyase [S-adenosyl 3-(methylsulfanyl)propylamine-forming]
K01612,,R01238  4-hydroxybenzoate carboxy-lyase (phenol-forming)
K01613,,R02055  phsophatidyl-L-serine carboxy-lyase
K01616,,"R00474  2-oxoglutarate:glyoxylate succinaldehydetransferase (decarboxylating);R00621;R01700  2-oxoglutarate:[dihydrolipoyllysine-residue succinyltransferase]-lipoyllysine 2-oxidoreductase (decarboxylating, acceptor-succinylating);R02570  succinyl-CoA:enzyme N6-(dihydrolipoyl)lysine S-succinyltransferase;R03316;R08549  2-oxoglutarate:NAD+ 2-oxidoreductase (CoA-succinylating)"
K01619,,R01066  2-deoxy-D-ribose-5-phosphate acetaldehyde-lyase (D-glyceraldehyde-3-phosphate-forming)
K01620,,R00751  L-threonine acetaldehyde-lyase (glycine-forming);R06171  L-allo-threonine acetaldehyde-lyase (glycine-forming)
K01621,,R00761  D-fructose-6-phosphate D-erythrose-4-phosphate-lyase (adding phosphate; acetyl-phosphate-forming);R01621  D-xylulose 5-phosphate D-glyceraldehyde-3-phosphate-lyase (adding phosphate; acetyl-phosphate-forming)
K01624,,"R01068  D-fructose-1,6-bisphosphate D-glyceraldehyde-3-phosphate-lyase (glycerone-phosphate-forming);R01070  beta-D-fructose-1,6-bisphosphate D-glyceraldehyde-3-phosphate-lyase (glycerone-phosphate-forming);R01829  sedoheptulose 1,7-bisphosphate D-glyceraldehyde-3-phosphate-lyase;R02568  D-fructose 1-phosphate D-glyceraldehyde-3-phosphate-lyase"
K01625,,R00470  4-hydroxy-2-oxoglutarate glyoxylate-lyase (pyruvate-forming);R05605  2-dehydro-3-deoxy-6-phospho-D-gluconate D-glyceraldehyde-3-phosphate-lyase (pyruvate-forming)
K01626,,"R01826  phosphoenolpyruvate:D-erythrose-4-phosphate C-(1-carboxyvinyl)transferase (phosphate hydrolysing, 2-carboxy-2-oxoethyl-forming)"
K01627,,"R03254  phosphoenolpyruvate:D-arabinose-5-phosphate C-(1-carboxyvinyl)transferase (phosphate-hydrolysing, 2-carboxy-2-oxoethyl-forming)"
K01628,,R02262  L-fuculose-1-phosphate lactaldehyde-lyase;R12696  D-ribulose 1-phosphate glycolaldehyde-lyase (glycerone-phosphate-forming)
K01630,,R02754  5-dehydro-4-deoxy-D-glucarate tartronate-semialdehyde-lyase;R03277
K01631,,R01064  2-dehydro-3-deoxy-6-phospho-D-galactonate D-glyceraldehyde-3-phospho-lyase (pyruvate-forming)
K01633,,"R03504  7,8-dihydroneopterin glycolaldehyde-lyase [6-(hydroxymethyl)-7,8-dihydropterin-forming];R11037  7,8-dihydroneopterin:oxygen oxidoreductase;R11073  7,8-dihydroneopterin 2'-epimerase"
K01635,,"R01069  D-tagatose 1,6-bisphosphate D-glyceraldehyde-3-phosphate-lyase (glycerone-phosphate-forming)"
K01637,,"R00409  (2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate pyruvate-lyase (succinate-forming);R00479  isocitrate glyoxylate-lyase (succinate-forming)"
K01638,,"R00472  acetyl-CoA:glyoxylate C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming)"
K01639,,R01811  N-acetylneuraminate pyruvate-lyase (N-acetyl-D-mannosamine-forming);R12768  aceneuramate pyruvate-lyase (N-acetyl-D-mannosamine-forming)
K01640,,R01360  (S)-3-hydroxy-3-methylglutaryl-CoA acetoacetate-lyase (acetyl-CoA-forming);R08090  3-hydroxy-3-(4-methylpent-3-en-1-yl)glutaryl-CoA acetate-lyase (7-methyl-3-oxooct-6-enoyl-CoA-forming)
K01641,,"R01978  acetyl-CoA:acetoacetyl-CoA C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming)"
K01643,,R00362  citrate oxaloacetate-lyase (forming acetate from the pro-S carboxymethyl group of citrate)
K01644,,R00362  citrate oxaloacetate-lyase (forming acetate from the pro-S carboxymethyl group of citrate)
K01647,,R00351  acetyl-CoA:oxaloacetate C-acetyltransferase (thioester-hydrolysing)
K01649,,"R01213  acetyl-CoA:3-methyl-2-oxobutanoate C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming)"
K01652,,R00006  pyruvate:pyruvate acetaldehydetransferase (decarboxylating);R00014  pyruvate:thiamin diphosphate acetaldehydetransferase (decarboxylating);R00226  pyruvate:pyruvate acetaldehydetransferase (decarboxylating);R03050  2-acetolactate pyruvate-lyase (carboxylating);R04672  (S)-2-acetolactate pyruvate-lyase (carboxylating);R04673  (S)-2-aceto-2-hydroxybutanoate pyruvate-lyase (carboxylating);R08648  pyruvate:2-oxobutanoate acetaldehydetransferase (decarboxylating)
K01653,,R00006  pyruvate:pyruvate acetaldehydetransferase (decarboxylating);R00014  pyruvate:thiamin diphosphate acetaldehydetransferase (decarboxylating);R00226  pyruvate:pyruvate acetaldehydetransferase (decarboxylating);R03050  2-acetolactate pyruvate-lyase (carboxylating);R04672  (S)-2-acetolactate pyruvate-lyase (carboxylating);R04673  (S)-2-aceto-2-hydroxybutanoate pyruvate-lyase (carboxylating);R08648  pyruvate:2-oxobutanoate acetaldehydetransferase (decarboxylating)
K01657,,R00985  chorismate pyruvate-lyase (amino-accepting; anthranilate-forming);R00986  chorismate pyruvate-lyase (amino-accepting)
K01658,,R00985  chorismate pyruvate-lyase (amino-accepting; anthranilate-forming);R00986  chorismate pyruvate-lyase (amino-accepting)
K01659,,"R00351  acetyl-CoA:oxaloacetate C-acetyltransferase (thioester-hydrolysing);R00931  propanoyl-CoA:oxaloacetate C-propanoyltransferase (thioester-hydrolysing, 1-carboxyethyl-forming)"
K01661,,R07263  4-(2-carboxyphenyl)-4-oxobutanoyl-CoA dehydratase (cyclizing)
K01662,,R05636  1-deoxy-D-xylulose-5-phosphate pyruvate-lyase (carboxylating)
K01664,,R01716  chorismate:L-glutamine aminotransferase
K01665,,R01716  chorismate:L-glutamine aminotransferase
K01666,,R00750  4-hydroxy-2-oxopentanoate pyruvate-lyase (acetaldehyde-forming)
K01667,,R00673  L-tryptophan indole-lyase (deaminating; pyruvate-forming)
K01668,,R00728  L-tyrosine phenol-lyase (deaminating; pyruvate-forming)
K01669,,
K01673,,R00132  carbonate hydro-lyase (carbon-dioxide-forming);R10092  carbonate hydro-lyase (carbon-dioxide-forming)
K01674,,R00132  carbonate hydro-lyase (carbon-dioxide-forming);R10092  carbonate hydro-lyase (carbon-dioxide-forming)
K01676,,R01082  (S)-malate hydro-lyase (fumarate-forming)
K01679,,R01082  (S)-malate hydro-lyase (fumarate-forming)
K01682,,"R01324  citrate hydroxymutase;R01325  citrate hydro-lyase (cis-aconitate-forming);R01900  isocitrate hydro-lyase (cis-aconitate-forming);R04425  (2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate hydro-lyase"
K01684,,R03033  D-galactonate hydro-lyase
K01685,,R01540  D-altronate hydro-lyase (2-dehydro-3-deoxy-D-gluconate-forming)
K01686,,R05606  D-mannonate hydro-lyase
K01687,,"R01209  2,3-dihydroxy-3-methylbutanoate hydro-lyase;R04441  (R)-2,3-dihydroxy-3-methylbutanoate hydro-lyase;R05070  (R)-2,3-dihydroxy-3-methylpentanoate hydro-lyase"
K01689,,R00658  2-phospho-D-glycerate hydro-lyase (phosphoenolpyruvate-forming)
K01690,,R02036  6-phospho-D-gluconate hydro-lyase (2-dehydro-3-deoxy-6-phospho-D-gluconate-forming)
